date,item_id,starting_stock,wastage_units,reorder_threshold,supplier_lead_days
2026-02-06,ITEM_04,125,2,30,1
2026-02-06,ITEM_05,150,3,36,1
2026-02-06,ITEM_06,37,1,9,2
2026-02-06,ITEM_07,62,2,15,2
2026-02-06,ITEM_08,75,1,18,2
2026-02-07,ITEM_01,212,1,51,1
2026-02-07,ITEM_02,100,5,24,2
2026-02-07,ITEM_03,87,1,21,2
2026-02-07,ITEM_04,125,1,30,1
2026-02-07,ITEM_05,150,3,36,1
2026-02-07,ITEM_06,37,2,9,2
2026-02-07,ITEM_07,62,2,15,2
2026-02-07,ITEM_08,75,2,18,2
2026-02-08,ITEM_01,212,4,51,1
2026-02-08,ITEM_02,100,0,24,2
2026-02-08,ITEM_03,87,3,21,2
2026-02-08,ITEM_04,125,4,30,1
2026-02-08,ITEM_05,150,1,36,1
2026-02-08,ITEM_06,37,3,9,2
2026-02-08,ITEM_07,62,2,15,2
2026-02-08,ITEM_08,75,0,18,2
2026-02-09,ITEM_01,212,1,51,1
2026-02-09,ITEM_02,100,1,24,2
2026-02-09,ITEM_03,87,2,21,2
2026-02-09,ITEM_04,125,3,30,1
2026-02-09,ITEM_05,150,2,36,1
2026-02-09,ITEM_06,37,0,9,2
2026-02-09,ITEM_07,62,3,15,2
2026-02-09,ITEM_08,75,2,18,2
2026-02-10,ITEM_01,212,0,51,1
2026-02-10,ITEM_02,100,5,24,2
2026-02-10,ITEM_03,87,3,21,2
2026-02-10,ITEM_04,125,3,30,1
2026-02-10,ITEM_05,150,1,36,1
2026-02-10,ITEM_06,37,2,9,2
2026-02-10,ITEM_07,62,1,15,2
2026-02-10,ITEM_08,75,2,18,2
2026-02-11,ITEM_01,212,2,51,1
2026-02-11,ITEM_02,100,0,24,2
2026-02-11,ITEM_03,87,2,21,2
2026-02-11,ITEM_04,125,2,30,1
2026-02-11,ITEM_05,150,4,36,1
2026-02-11,ITEM_06,37,1,9,2
2026-02-11,ITEM_07,62,4,15,2
2026-02-11,ITEM_08,75,3,18,2
2026-02-12,ITEM_01,212,3,51,1
2026-02-12,ITEM_02,100,0,24,2
2026-02-12,ITEM_03,87,1,21,2
2026-02-12,ITEM_04,125,1,30,1
2026-02-12,ITEM_05,150,2,36,1
2026-02-12,ITEM_06,37,4,9,2
2026-02-12,ITEM_07,62,3,15,2
2026-02-12,ITEM_08,75,0,18,2
2026-02-13,ITEM_01,212,1,51,1
2026-02-13,ITEM_02,100,0,24,2
2026-02-13,ITEM_03,87,1,21,2
2026-02-13,ITEM_04,125,3,30,1
2026-02-13,ITEM_05,150,0,36,1
2026-02-13,ITEM_06,37,2,9,2
2026-02-13,ITEM_07,62,2,15,2
2026-02-13,ITEM_08,75,0,18,2
2026-02-14,ITEM_01,212,1,51,1
2026-02-14,ITEM_02,100,3,24,2
2026-02-14,ITEM_03,87,2,21,2
2026-02-14,ITEM_04,125,2,30,1
2026-02-14,ITEM_05,150,1,36,1
2026-02-14,ITEM_06,37,4,9,2
2026-02-14,ITEM_07,62,1,15,2
2026-02-14,ITEM_08,75,2,18,2
2026-02-15,ITEM_01,212,1,51,1
2026-02-15,ITEM_02,100,2,24,2
2026-02-15,ITEM_03,87,4,21,2
2026-02-15,ITEM_04,125,2,30,1
2026-02-15,ITEM_05,150,2,36,1
2026-02-15,ITEM_06,37,2,9,2
2026-02-15,ITEM_07,62,0,15,2
2026-02-15,ITEM_08,75,5,18,2
2026-02-16,ITEM_01,212,3,51,1
2026-02-16,ITEM_02,100,4,24,2
2026-02-16,ITEM_03,87,3,21,2
2026-02-16,ITEM_04,125,3,30,1
2026-02-16,ITEM_05,150,4,36,1
2026-02-16,ITEM_06,37,4,9,2
2026-02-16,ITEM_07,62,1,15,2
2026-02-16,ITEM_08,75,2,18,2
2026-02-17,ITEM_01,212,1,51,1
2026-02-17,ITEM_02,100,3,24,2
2026-02-17,ITEM_03,87,2,21,2
2026-02-17,ITEM_04,125,0,30,1
2026-02-17,ITEM_05,150,1,36,1
2026-02-17,ITEM_06,37,1,9,2
2026-02-17,ITEM_07,62,1,15,2
2026-02-17,ITEM_08,75,3,18,2
2026-02-18,ITEM_01,212,0,51,1
2026-02-18,ITEM_02,100,2,24,2
2026-02-18,ITEM_03,87,2,21,2
2026-02-18,ITEM_04,125,1,30,1
2026-02-18,ITEM_05,150,3,36,1
2026-02-18,ITEM_06,37,0,9,2
2026-02-18,ITEM_07,62,4,15,2
2026-02-18,ITEM_08,75,2,18,2
2026-02-19,ITEM_01,212,1,51,1
2026-02-19,ITEM_02,100,1,24,2
2026-02-19,ITEM_03,87,1,21,2
2026-02-19,ITEM_04,125,4,30,1
2026-02-19,ITEM_05,150,1,36,1
2026-02-19,ITEM_06,37,19,9,2
2026-02-19,ITEM_07,62,2,15,2
2026-02-19,ITEM_08,75,3,18,2
2026-02-20,ITEM_01,212,2,51,1
2026-02-20,ITEM_02,100,1,24,2
2026-02-20,ITEM_03,87,27,21,2
2026-02-20,ITEM_04,125,3,30,1
2026-02-20,ITEM_05,150,1,36,1
2026-02-20,ITEM_06,37,4,9,2
2026-02-20,ITEM_07,62,2,15,2
2026-02-20,ITEM_08,75,3,18,2
2026-02-21,ITEM_01,212,24,51,1
2026-02-21,ITEM_02,100,1,24,2
2026-02-21,ITEM_03,87,0,21,2
2026-02-21,ITEM_04,125,1,30,1
2026-02-21,ITEM_05,150,0,36,1
2026-02-21,ITEM_06,37,2,9,2
2026-02-21,ITEM_07,62,2,15,2
2026-02-21,ITEM_08,75,2,18,2
2026-02-22,ITEM_01,212,0,51,1
2026-02-22,ITEM_02,100,4,24,2
2026-02-22,ITEM_03,87,1,21,2
2026-02-22,ITEM_04,125,1,30,1
2026-02-22,ITEM_05,150,3,36,1
2026-02-22,ITEM_06,37,5,9,2
2026-02-22,ITEM_07,62,3,15,2
2026-02-22,ITEM_08,75,3,18,2
2026-02-23,ITEM_01,212,3,51,1
2026-02-23,ITEM_02,100,1,24,2
2026-02-23,ITEM_03,87,1,21,2
2026-02-23,ITEM_04,125,6,30,1
2026-02-23,ITEM_05,150,3,36,1
2026-02-23,ITEM_06,37,4,9,2
2026-02-23,ITEM_07,62,27,15,2
2026-02-23,ITEM_08,75,1,18,2
2026-02-24,ITEM_01,212,1,51,1
2026-02-24,ITEM_02,100,16,24,2
2026-02-24,ITEM_03,87,1,21,2
2026-02-24,ITEM_04,125,0,30,1
2026-02-24,ITEM_05,150,2,36,1
2026-02-24,ITEM_06,37,2,9,2
2026-02-24,ITEM_07,62,5,15,2
2026-02-24,ITEM_08,75,1,18,2
2026-02-25,ITEM_01,212,1,51,1
2026-02-25,ITEM_02,100,2,24,2
2026-02-25,ITEM_03,87,2,21,2
2026-02-25,ITEM_04,125,0,30,1
2026-02-25,ITEM_05,150,0,36,1
2026-02-25,ITEM_06,37,2,9,2
2026-02-25,ITEM_07,62,2,15,2
2026-02-25,ITEM_08,75,2,18,2
2026-02-26,ITEM_01,212,2,51,1
2026-02-26,ITEM_02,100,1,24,2
2026-02-26,ITEM_03,87,1,21,2
2026-02-26,ITEM_04,125,1,30,1
2026-02-26,ITEM_05,150,4,36,1
2026-02-26,ITEM_06,37,1,9,2
2026-02-26,ITEM_07,62,1,15,2
2026-02-26,ITEM_08,75,2,18,2
2026-02-27,ITEM_01,212,0,51,1
2026-02-27,ITEM_02,100,2,24,2
2026-02-27,ITEM_03,87,3,21,2
2026-02-27,ITEM_04,125,3,30,1
2026-02-27,ITEM_05,150,3,36,1
2026-02-27,ITEM_06,37,1,9,2
2026-02-27,ITEM_07,62,2,15,2
2026-02-27,ITEM_08,75,3,18,2
2026-02-28,ITEM_01,212,1,51,1
2026-02-28,ITEM_02,100,2,24,2
2026-02-28,ITEM_03,87,0,21,2
2026-02-28,ITEM_04,125,3,30,1
2026-02-28,ITEM_05,150,0,36,1
2026-02-28,ITEM_06,37,2,9,2
2026-02-28,ITEM_07,62,2,15,2
2026-02-28,ITEM_08,75,1,18,2
2026-03-01,ITEM_01,212,1,51,1
2026-03-01,ITEM_02,100,1,24,2
2026-03-01,ITEM_03,87,3,21,2
2026-03-01,ITEM_04,125,0,30,1
2026-03-01,ITEM_05,150,1,36,1
2026-03-01,ITEM_06,37,3,9,2
2026-03-01,ITEM_07,62,1,15,2
2026-03-01,ITEM_08,75,0,18,2
2026-03-02,ITEM_01,212,6,51,1
2026-03-02,ITEM_02,100,2,24,2
2026-03-02,ITEM_03,87,3,21,2
2026-03-02,ITEM_04,125,5,30,1
2026-03-02,ITEM_05,150,1,36,1
2026-03-02,ITEM_06,37,3,9,2
2026-03-02,ITEM_07,62,1,15,2
2026-03-02,ITEM_08,75,2,18,2
2026-03-03,ITEM_01,212,0,51,1
2026-03-03,ITEM_02,100,0,24,2
2026-03-03,ITEM_03,87,2,21,2
2026-03-03,ITEM_04,125,1,30,1
2026-03-03,ITEM_05,150,26,36,1
2026-03-03,ITEM_06,37,2,9,2
2026-03-03,ITEM_07,62,1,15,2
2026-03-03,ITEM_08,75,1,18,2
2026-03-04,ITEM_01,212,3,51,1
2026-03-04,ITEM_02,100,1,24,2
2026-03-04,ITEM_03,87,0,21,2
2026-03-04,ITEM_04,125,3,30,1
2026-03-04,ITEM_05,150,1,36,1
2026-03-04,ITEM_06,37,3,9,2
2026-03-04,ITEM_07,62,0,15,2
2026-03-04,ITEM_08,75,2,18,2
2026-03-05,ITEM_01,212,0,51,1
2026-03-05,ITEM_02,100,2,24,2
2026-03-05,ITEM_03,87,1,21,2
2026-03-05,ITEM_04,125,2,30,1
2026-03-05,ITEM_05,150,2,36,1
2026-03-05,ITEM_06,37,1,9,2
2026-03-05,ITEM_07,62,4,15,2
2026-03-05,ITEM_08,75,4,18,2
2026-03-06,ITEM_01,212,2,51,1
2026-03-06,ITEM_02,100,1,24,2
2026-03-06,ITEM_03,87,3,21,2
2026-03-06,ITEM_04,125,2,30,1
2026-03-06,ITEM_05,150,2,36,1
2026-03-06,ITEM_06,37,2,9,2
2026-03-06,ITEM_07,62,4,15,2
2026-03-06,ITEM_08,75,1,18,2
2026-03-07,ITEM_01,212,0,51,1
2026-03-07,ITEM_02,100,3,24,2
2026-03-07,ITEM_03,87,3,21,2
2026-03-07,ITEM_04,125,2,30,1
2026-03-07,ITEM_05,150,2,36,1
2026-03-07,ITEM_06,37,1,9,2
2026-03-07,ITEM_07,62,3,15,2
2026-03-07,ITEM_08,75,1,18,2
2026-03-08,ITEM_01,212,5,51,1
2026-03-08,ITEM_02,100,2,24,2
2026-03-08,ITEM_03,87,3,21,2
2026-03-08,ITEM_04,125,2,30,1
2026-03-08,ITEM_05,150,3,36,1
2026-03-08,ITEM_06,37,6,9,2
2026-03-08,ITEM_07,62,1,15,2
2026-03-08,ITEM_08,75,0,18,2
2026-03-09,ITEM_01,212,3,51,1
2026-03-09,ITEM_02,100,2,24,2
2026-03-09,ITEM_03,87,4,21,2
2026-03-09,ITEM_04,125,1,30,1
2026-03-09,ITEM_05,150,2,36,1
2026-03-09,ITEM_06,37,1,9,2
2026-03-09,ITEM_07,62,5,15,2
2026-03-09,ITEM_08,75,31,18,2
2026-03-10,ITEM_01,212,1,51,1
2026-03-10,ITEM_02,100,3,24,2
2026-03-10,ITEM_03,87,3,21,2
2026-03-10,ITEM_04,125,4,30,1
2026-03-10,ITEM_05,150,3,36,1
2026-03-10,ITEM_06,37,1,9,2
2026-03-10,ITEM_07,62,2,15,2
2026-03-10,ITEM_08,75,0,18,2
2026-03-11,ITEM_01,212,0,51,1
2026-03-11,ITEM_02,100,1,24,2
2026-03-11,ITEM_03,87,1,21,2
2026-03-11,ITEM_04,125,1,30,1
2026-03-11,ITEM_05,150,2,36,1
2026-03-11,ITEM_06,37,3,9,2
2026-03-11,ITEM_07,62,1,15,2
2026-03-11,ITEM_08,75,1,18,2
2026-03-12,ITEM_01,212,2,51,1
2026-03-12,ITEM_02,100,2,24,2
2026-03-12,ITEM_03,87,1,21,2
2026-03-12,ITEM_04,125,1,30,1
2026-03-12,ITEM_05,150,2,36,1
2026-03-12,ITEM_06,37,2,9,2
2026-03-12,ITEM_07,62,0,15,2
2026-03-12,ITEM_08,75,2,18,2
2026-03-13,ITEM_01,212,2,51,1
2026-03-13,ITEM_02,100,2,24,2
2026-03-13,ITEM_03,87,0,21,2
2026-03-13,ITEM_04,125,2,30,1
2026-03-13,ITEM_05,150,1,36,1
2026-03-13,ITEM_06,37,2,9,2
2026-03-13,ITEM_07,62,0,15,2
2026-03-13,ITEM_08,75,1,18,2
2026-03-14,ITEM_01,212,0,51,1
2026-03-14,ITEM_02,100,1,24,2
2026-03-14,ITEM_03,87,2,21,2
2026-03-14,ITEM_04,125,4,30,1
2026-03-14,ITEM_05,150,2,36,1
2026-03-14,ITEM_06,37,3,9,2
2026-03-14,ITEM_07,62,1,15,2
2026-03-14,ITEM_08,75,1,18,2
2026-03-15,ITEM_01,212,1,51,1
2026-03-15,ITEM_02,100,3,24,2
2026-03-15,ITEM_03,87,1,21,2
2026-03-15,ITEM_04,125,1,30,1
2026-03-15,ITEM_05,150,2,36,1
2026-03-15,ITEM_06,37,3,9,2
2026-03-15,ITEM_07,62,0,15,2
2026-03-15,ITEM_08,75,2,18,2
2026-03-16,ITEM_01,212,1,51,1
2026-03-16,ITEM_02,100,3,24,2
2026-03-16,ITEM_03,87,3,21,2
2026-03-16,ITEM_04,125,1,30,1
2026-03-16,ITEM_05,150,3,36,1
2026-03-16,ITEM_06,37,1,9,2
2026-03-16,ITEM_07,62,0,15,2
2026-03-16,ITEM_08,75,2,18,2
2026-03-17,ITEM_01,212,1,51,1
2026-03-17,ITEM_02,100,3,24,2
2026-03-17,ITEM_03,87,0,21,2
2026-03-17,ITEM_04,125,1,30,1
2026-03-17,ITEM_05,150,2,36,1
2026-03-17,ITEM_06,37,1,9,2
2026-03-17,ITEM_07,62,3,15,2
2026-03-17,ITEM_08,75,2,18,2
2026-03-18,ITEM_01,212,2,51,1
2026-03-18,ITEM_02,100,1,24,2
2026-03-18,ITEM_03,87,4,21,2
2026-03-18,ITEM_04,125,3,30,1
2026-03-18,ITEM_05,150,1,36,1
2026-03-18,ITEM_06,37,3,9,2
2026-03-18,ITEM_07,62,1,15,2
2026-03-18,ITEM_08,75,3,18,2
2026-03-19,ITEM_01,212,1,51,1
2026-03-19,ITEM_02,100,3,24,2
2026-03-19,ITEM_03,87,2,21,2
2026-03-19,ITEM_04,125,1,30,1
2026-03-19,ITEM_05,150,4,36,1
2026-03-19,ITEM_06,37,1,9,2
2026-03-19,ITEM_07,62,0,15,2
2026-03-19,ITEM_08,75,4,18,2
2026-03-20,ITEM_01,212,0,51,1
2026-03-20,ITEM_02,100,2,24,2
2026-03-20,ITEM_03,87,2,21,2
2026-03-20,ITEM_04,125,0,30,1
2026-03-20,ITEM_05,150,1,36,1
2026-03-20,ITEM_06,37,5,9,2
2026-03-20,ITEM_07,62,1,15,2
2026-03-20,ITEM_08,75,2,18,2
2026-03-21,ITEM_01,212,0,51,1
2026-03-21,ITEM_02,100,2,24,2
2026-03-21,ITEM_03,87,5,21,2
2026-03-21,ITEM_04,125,1,30,1
2026-03-21,ITEM_05,150,4,36,1
2026-03-21,ITEM_06,37,0,9,2
2026-03-21,ITEM_07,62,6,15,2
2026-03-21,ITEM_08,75,0,18,2
2026-03-22,ITEM_01,212,2,51,1
2026-03-22,ITEM_02,100,1,24,2
2026-03-22,ITEM_03,87,1,21,2
2026-03-22,ITEM_04,125,1,30,1
2026-03-22,ITEM_05,150,4,36,1
2026-03-22,ITEM_06,37,1,9,2
2026-03-22,ITEM_07,62,3,15,2
2026-03-22,ITEM_08,75,26,18,2
2026-03-23,ITEM_01,212,0,51,1
2026-03-23,ITEM_02,100,3,24,2
2026-03-23,ITEM_03,87,4,21,2
2026-03-23,ITEM_04,125,2,30,1
2026-03-23,ITEM_05,150,1,36,1
2026-03-23,ITEM_06,37,4,9,2
2026-03-23,ITEM_07,62,3,15,2
2026-03-23,ITEM_08,75,1,18,2
2026-03-24,ITEM_01,212,4,51,1
2026-03-24,ITEM_02,100,2,24,2
2026-03-24,ITEM_03,87,0,21,2
2026-03-24,ITEM_04,125,0,30,1
2026-03-24,ITEM_05,150,0,36,1
2026-03-24,ITEM_06,37,2,9,2
2026-03-24,ITEM_07,62,1,15,2
2026-03-24,ITEM_08,75,0,18,2
2026-03-25,ITEM_01,212,5,51,1
2026-03-25,ITEM_02,100,1,24,2
2026-03-25,ITEM_03,87,1,21,2
2026-03-25,ITEM_04,125,1,30,1
2026-03-25,ITEM_05,150,2,36,1
2026-03-25,ITEM_06,37,2,9,2
2026-03-25,ITEM_07,62,0,15,2
2026-03-25,ITEM_08,75,6,18,2
2026-03-26,ITEM_01,212,2,51,1
2026-03-26,ITEM_02,100,2,24,2
2026-03-26,ITEM_03,87,3,21,2
2026-03-26,ITEM_04,125,1,30,1
2026-03-26,ITEM_05,150,0,36,1
2026-03-26,ITEM_06,37,1,9,2
2026-03-26,ITEM_07,62,2,15,2
2026-03-26,ITEM_08,75,4,18,2
2026-03-27,ITEM_01,212,2,51,1
2026-03-27,ITEM_02,100,0,24,2
2026-03-27,ITEM_03,87,0,21,2
2026-03-27,ITEM_04,125,2,30,1
2026-03-27,ITEM_05,150,3,36,1
2026-03-27,ITEM_06,37,3,9,2
2026-03-27,ITEM_07,62,1,15,2
2026-03-27,ITEM_08,75,2,18,2
2026-03-28,ITEM_01,212,2,51,1
2026-03-28,ITEM_02,100,3,24,2
2026-03-28,ITEM_03,87,2,21,2
2026-03-28,ITEM_04,125,2,30,1
2026-03-28,ITEM_05,150,1,36,1
2026-03-28,ITEM_06,37,1,9,2
2026-03-28,ITEM_07,62,26,15,2
2026-03-28,ITEM_08,75,3,18,2
2026-03-29,ITEM_01,212,3,51,1
2026-03-29,ITEM_02,100,0,24,2
2026-03-29,ITEM_03,87,1,21,2
2026-03-29,ITEM_04,125,5,30,1
2026-03-29,ITEM_05,150,0,36,1
2026-03-29,ITEM_06,37,1,9,2
2026-03-29,ITEM_07,62,2,15,2
2026-03-29,ITEM_08,75,0,18,2
2026-03-30,ITEM_01,212,0,51,1
2026-03-30,ITEM_02,100,0,24,2
2026-03-30,ITEM_03,87,2,21,2
2026-03-30,ITEM_04,125,18,30,1
2026-03-30,ITEM_05,150,1,36,1
2026-03-30,ITEM_06,37,1,9,2
2026-03-30,ITEM_07,62,21,15,2
2026-03-30,ITEM_08,75,1,18,2
2026-03-31,ITEM_01,212,31,51,1
2026-03-31,ITEM_02,100,0,24,2
2026-03-31,ITEM_03,87,2,21,2
2026-03-31,ITEM_04,125,3,30,1
2026-03-31,ITEM_05,150,3,36,1
2026-03-31,ITEM_06,37,1,9,2
2026-03-31,ITEM_07,62,2,15,2
2026-03-31,ITEM_08,75,1,18,2
2026-04-01,ITEM_01,212,1,51,1
2026-04-01,ITEM_02,100,2,24,2
2026-04-01,ITEM_03,87,2,21,2
2026-04-01,ITEM_04,125,1,30,1
2026-04-01,ITEM_05,150,1,36,1
2026-04-01,ITEM_06,37,3,9,2
2026-04-01,ITEM_07,62,3,15,2
2026-04-01,ITEM_08,75,4,18,2
2026-04-02,ITEM_01,212,2,51,1
2026-04-02,ITEM_02,100,3,24,2
2026-04-02,ITEM_03,87,2,21,2
2026-04-02,ITEM_04,125,2,30,1
2026-04-02,ITEM_05,150,2,36,1
2026-04-02,ITEM_06,37,2,9,2
2026-04-02,ITEM_07,62,2,15,2
2026-04-02,ITEM_08,75,1,18,2
2026-04-03,ITEM_01,212,2,51,1
2026-04-03,ITEM_02,100,3,24,2
2026-04-03,ITEM_03,87,1,21,2
2026-04-03,ITEM_04,125,0,30,1
2026-04-03,ITEM_05,150,2,36,1
2026-04-03,ITEM_06,37,6,9,2
2026-04-03,ITEM_07,62,26,15,2
2026-04-03,ITEM_08,75,2,18,2
2026-04-04,ITEM_01,212,5,51,1
2026-04-04,ITEM_02,100,2,24,2
2026-04-04,ITEM_03,87,4,21,2
2026-04-04,ITEM_04,125,1,30,1
2026-04-04,ITEM_05,150,2,36,1
2026-04-04,ITEM_06,37,2,9,2
2026-04-04,ITEM_07,62,0,15,2
2026-04-04,ITEM_08,75,2,18,2
2026-04-05,ITEM_01,212,0,51,1
2026-04-05,ITEM_02,100,0,24,2
2026-04-05,ITEM_03,87,2,21,2
2026-04-05,ITEM_04,125,4,30,1
2026-04-05,ITEM_05,150,3,36,1
2026-04-05,ITEM_06,37,6,9,2
2026-04-05,ITEM_07,62,0,15,2
2026-04-05,ITEM_08,75,1,18,2
2026-04-06,ITEM_01,212,3,51,1
2026-04-06,ITEM_02,100,0,24,2
2026-04-06,ITEM_03,87,1,21,2
2026-04-06,ITEM_04,125,4,30,1
2026-04-06,ITEM_05,150,1,36,1
2026-04-06,ITEM_06,37,1,9,2
2026-04-06,ITEM_07,62,1,15,2
2026-04-06,ITEM_08,75,2,18,2
2026-04-07,ITEM_01,212,3,51,1
2026-04-07,ITEM_02,100,1,24,2
2026-04-07,ITEM_03,87,2,21,2
2026-04-07,ITEM_04,125,1,30,1
2026-04-07,ITEM_05,150,0,36,1
2026-04-07,ITEM_06,37,1,9,2
2026-04-07,ITEM_07,62,1,15,2
2026-04-07,ITEM_08,75,6,18,2
2026-04-08,ITEM_01,212,2,51,1
2026-04-08,ITEM_02,100,7,24,2
2026-04-08,ITEM_03,87,1,21,2
2026-04-08,ITEM_04,125,1,30,1
2026-04-08,ITEM_05,150,2,36,1
2026-04-08,ITEM_06,37,1,9,2
2026-04-08,ITEM_07,62,3,15,2
2026-04-08,ITEM_08,75,2,18,2
2026-04-09,ITEM_01,212,1,51,1
2026-04-09,ITEM_02,100,3,24,2
2026-04-09,ITEM_03,87,1,21,2
2026-04-09,ITEM_04,125,3,30,1
2026-04-09,ITEM_05,150,0,36,1
2026-04-09,ITEM_06,37,3,9,2
2026-04-09,ITEM_07,62,2,15,2
2026-04-09,ITEM_08,75,2,18,2
2026-04-10,ITEM_01,212,5,51,1
2026-04-10,ITEM_02,100,3,24,2
2026-04-10,ITEM_03,87,1,21,2
2026-04-10,ITEM_04,125,1,30,1
2026-04-10,ITEM_05,150,3,36,1
2026-04-10,ITEM_06,37,1,9,2
2026-04-10,ITEM_07,62,3,15,2
2026-04-10,ITEM_08,75,1,18,2
2026-04-11,ITEM_01,212,5,51,1
2026-04-11,ITEM_02,100,0,24,2
2026-04-11,ITEM_03,87,0,21,2
2026-04-11,ITEM_04,125,0,30,1
2026-04-11,ITEM_05,150,1,36,1
2026-04-11,ITEM_06,37,1,9,2
2026-04-11,ITEM_07,62,0,15,2
2026-04-11,ITEM_08,75,2,18,2
2026-04-12,ITEM_01,212,3,51,1
2026-04-12,ITEM_02,100,1,24,2
2026-04-12,ITEM_03,87,0,21,2
2026-04-12,ITEM_04,125,2,30,1
2026-04-12,ITEM_05,150,2,36,1
2026-04-12,ITEM_06,37,4,9,2
2026-04-12,ITEM_07,62,2,15,2
2026-04-12,ITEM_08,75,3,18,2
2026-04-13,ITEM_01,212,1,51,1
2026-04-13,ITEM_02,100,2,24,2
2026-04-13,ITEM_03,87,3,21,2
2026-04-13,ITEM_04,125,2,30,1
2026-04-13,ITEM_05,150,1,36,1
2026-04-13,ITEM_06,37,2,9,2
2026-04-13,ITEM_07,62,1,15,2
2026-04-13,ITEM_08,75,3,18,2
2026-04-14,ITEM_01,212,4,51,1
2026-04-14,ITEM_02,100,1,24,2
2026-04-14,ITEM_03,87,2,21,2
2026-04-14,ITEM_04,125,4,30,1
2026-04-14,ITEM_05,150,2,36,1
2026-04-14,ITEM_06,37,1,9,2
2026-04-14,ITEM_07,62,3,15,2
2026-04-14,ITEM_08,75,4,18,2
2026-04-15,ITEM_01,212,2,51,1
2026-04-15,ITEM_02,100,2,24,2
2026-04-15,ITEM_03,87,2,21,2
2026-04-15,ITEM_04,125,3,30,1
2026-04-15,ITEM_05,150,2,36,1
2026-04-15,ITEM_06,37,1,9,2
2026-04-15,ITEM_07,62,2,15,2
2026-04-15,ITEM_08,75,0,18,2
2026-04-16,ITEM_01,212,2,51,1
2026-04-16,ITEM_02,100,1,24,2
2026-04-16,ITEM_03,87,1,21,2
2026-04-16,ITEM_04,125,1,30,1
2026-04-16,ITEM_05,150,2,36,1
2026-04-16,ITEM_06,37,2,9,2
2026-04-16,ITEM_07,62,1,15,2
2026-04-16,ITEM_08,75,27,18,2
2026-04-17,ITEM_01,212,1,51,1
2026-04-17,ITEM_02,100,4,24,2
2026-04-17,ITEM_03,87,2,21,2
2026-04-17,ITEM_04,125,1,30,1
2026-04-17,ITEM_05,150,1,36,1
2026-04-17,ITEM_06,37,1,9,2
2026-04-17,ITEM_07,62,1,15,2
2026-04-17,ITEM_08,75,4,18,2
2026-04-18,ITEM_01,212,1,51,1
2026-04-18,ITEM_02,100,2,24,2
2026-04-18,ITEM_03,87,2,21,2
2026-04-18,ITEM_04,125,3,30,1
2026-04-18,ITEM_05,150,1,36,1
2026-04-18,ITEM_06,37,3,9,2
2026-04-18,ITEM_07,62,1,15,2
2026-04-18,ITEM_08,75,4,18,2
2026-04-19,ITEM_01,212,3,51,1
2026-04-19,ITEM_02,100,2,24,2
2026-04-19,ITEM_03,87,2,21,2
2026-04-19,ITEM_04,125,0,30,1
2026-04-19,ITEM_05,150,2,36,1
2026-04-19,ITEM_06,37,0,9,2
2026-04-19,ITEM_07,62,4,15,2
2026-04-19,ITEM_08,75,2,18,2
2026-04-20,ITEM_01,212,3,51,1
2026-04-20,ITEM_02,100,3,24,2
2026-04-20,ITEM_03,87,2,21,2
2026-04-20,ITEM_04,125,3,30,1
2026-04-20,ITEM_05,150,2,36,1
2026-04-20,ITEM_06,37,2,9,2
2026-04-20,ITEM_07,62,0,15,2
2026-04-20,ITEM_08,75,3,18,2
2026-04-21,ITEM_01,212,3,51,1
2026-04-21,ITEM_02,100,1,24,2
2026-04-21,ITEM_03,87,4,21,2
2026-04-21,ITEM_04,125,1,30,1
2026-04-21,ITEM_05,150,3,36,1
2026-04-21,ITEM_06,37,1,9,2
2026-04-21,ITEM_07,62,2,15,2
2026-04-21,ITEM_08,75,4,18,2
2026-04-22,ITEM_01,212,1,51,1
2026-04-22,ITEM_02,100,0,24,2
2026-04-22,ITEM_03,87,1,21,2
2026-04-22,ITEM_04,125,0,30,1
2026-04-22,ITEM_05,150,3,36,1
2026-04-22,ITEM_06,37,1,9,2
2026-04-22,ITEM_07,62,3,15,2
2026-04-22,ITEM_08,75,1,18,2
2026-04-23,ITEM_01,212,2,51,1
2026-04-23,ITEM_02,100,0,24,2
2026-04-23,ITEM_03,87,0,21,2
2026-04-23,ITEM_04,125,2,30,1
2026-04-23,ITEM_05,150,3,36,1
2026-04-23,ITEM_06,37,4,9,2
2026-04-23,ITEM_07,62,3,15,2
2026-04-23,ITEM_08,75,2,18,2
2026-04-24,ITEM_01,212,2,51,1
2026-04-24,ITEM_02,100,3,24,2
2026-04-24,ITEM_03,87,3,21,2
2026-04-24,ITEM_04,125,1,30,1
2026-04-24,ITEM_05,150,4,36,1
2026-04-24,ITEM_06,37,3,9,2
2026-04-24,ITEM_07,62,2,15,2
2026-04-24,ITEM_08,75,5,18,2
2026-04-25,ITEM_01,212,1,51,1
2026-04-25,ITEM_02,100,2,24,2
2026-04-25,ITEM_03,87,2,21,2
2026-04-25,ITEM_04,125,1,30,1
2026-04-25,ITEM_05,150,0,36,1
2026-04-25,ITEM_06,37,2,9,2
2026-04-25,ITEM_07,62,5,15,2
2026-04-25,ITEM_08,75,0,18,2
2026-04-26,ITEM_01,212,0,51,1
2026-04-26,ITEM_02,100,2,24,2
2026-04-26,ITEM_03,87,0,21,2
2026-04-26,ITEM_04,125,0,30,1
2026-04-26,ITEM_05,150,0,36,1
